Dataset,ID,essay_content,Orignal_Info,topic,Generated_MEC,Generated_DEV,Generated_VOC,Generated_REL,Generated_ORG,Generated_STY,Generated_STR
QALB,485,**Replace with orignal text from QALB**,"Document_ID: ''S035_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,4,3,3,2,3,2,3
QALB,486,**Replace with orignal text from QALB**,"Document_ID: ''S139_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,5,3,2,4,3,2
QALB,487,**Replace with orignal text from QALB**,"Document_ID: ''S163_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,3,2,4,3,3
QALB,488,**Replace with orignal text from QALB**,"Document_ID: ''S169_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,1,2,2,3
QALB,489,**Replace with orignal text from QALB**,"Document_ID: ''S162_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,4,2,4,3,3
QALB,490,**Replace with orignal text from QALB**,"Document_ID: ''S167_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,2,2,2,2,3
QALB,491,**Replace with orignal text from QALB**,"Document_ID: ''S178_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,1,2,2,1,1,1,1
QALB,492,**Replace with orignal text from QALB**,"Document_ID: ''S183_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,2,2,2,3
QALB,493,**Replace with orignal text from QALB**,"Document_ID: ''S182_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,3,2,3,3,3
QALB,494,**Replace with orignal text from QALB**,"Document_ID: ''S189_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,1,3,3,3
QALB,495,**Replace with orignal text from QALB**,"Document_ID: ''S194_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,4,4,1,4,3,3
QALB,496,**Replace with orignal text from QALB**,"Document_ID: ''S226_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,1,1,1,1,1,1,1
QALB,497,**Replace with orignal text from QALB**,"Document_ID: ''S228_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,3,3,2,2,2,2,3
QALB,498,**Replace with orignal text from QALB**,"Document_ID: ''S238_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,1,1,1,1,1,1,1
QALB,499,**Replace with orignal text from QALB**,"Document_ID: ''S240_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,1,3,2,1,2,1,1
QALB,500,**Replace with orignal text from QALB**,"Document_ID: ''S225_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,2,2,1,2,1,3
QALB,501,**Replace with orignal text from QALB**,"Document_ID: ''S224_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,2,2,2,3
QALB,502,**Replace with orignal text from QALB**,"Document_ID: ''S232_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,3,3,1,3,2,3
QALB,503,**Replace with orignal text from QALB**,"Document_ID: ''S239_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,1,1,1,1,1,1,1
QALB,504,**Replace with orignal text from QALB**,"Document_ID: ''S242_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,3,2,1,2,2,3
QALB,505,**Replace with orignal text from QALB**,"Document_ID: ''S209_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,1,1,2,1,1,1,1
QALB,506,**Replace with orignal text from QALB**,"Document_ID: ''S227_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,1,3,2,2,2,1,3
QALB,507,**Replace with orignal text from QALB**,"Document_ID: ''S229_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,3,3,2,2,2,3
QALB,508,**Replace with orignal text from QALB**,"Document_ID: ''S227_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,2,3,2,1,2,1,3
QALB,509,**Replace with orignal text from QALB**,"Document_ID: ''S215_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,1,3,2,2,2,1,3
QALB,510,**Replace with orignal text from QALB**,"Document_ID: ''S210_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,2,2,1,1,1,1
QALB,511,**Replace with orignal text from QALB**,"Document_ID: ''S265_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,2,2,2,2,2,3
QALB,512,**Replace with orignal text from QALB**,"Document_ID: ''S259_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,1,3,2,3
QALB,513,**Replace with orignal text from QALB**,"Document_ID: ''S246_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,2,2,1,1,1,1
QALB,514,**Replace with orignal text from QALB**,"Document_ID: ''S251_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,2,4,2,3
QALB,515,**Replace with orignal text from QALB**,"Document_ID: ''S300_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,3,3,2,2,2,3
QALB,516,**Replace with orignal text from QALB**,"Document_ID: ''S293_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,1,2,2,3
QALB,517,**Replace with orignal text from QALB**,"Document_ID: ''S269_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,2,4,2,3
QALB,518,**Replace with orignal text from QALB**,"Document_ID: ''S336_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,4,4,2,4,3,3
QALB,519,**Replace with orignal text from QALB**,"Document_ID: ''S308_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,2,3,2,3
QALB,520,**Replace with orignal text from QALB**,"Document_ID: ''S327_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,2,3,3,3
QALB,521,**Replace with orignal text from QALB**,"Document_ID: ''S329_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,1,4,3,3
QALB,522,**Replace with orignal text from QALB**,"Document_ID: ''S317_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,4,3,3,2,2,2,3
QALB,523,**Replace with orignal text from QALB**,"Document_ID: ''S319_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,3,3,1,3,2,3
QALB,524,**Replace with orignal text from QALB**,"Document_ID: ''S341_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,2,1,2,2,3
QALB,525,**Replace with orignal text from QALB**,"Document_ID: ''S303_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,3,3,1,2,2,3
QALB,526,**Replace with orignal text from QALB**,"Document_ID: ''S310_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,2,3,2,3
QALB,527,**Replace with orignal text from QALB**,"Document_ID: ''S309_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,2,2,1,1,1,3
QALB,528,**Replace with orignal text from QALB**,"Document_ID: ''S353_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,2,2,2,3
QALB,529,**Replace with orignal text from QALB**,"Document_ID: ''S359_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,1,3,2,3
QALB,530,**Replace with orignal text from QALB**,"Document_ID: ''S386_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,1,2,2,3
QALB,531,**Replace with orignal text from QALB**,"Document_ID: ''S450_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,1,1,1,2,2,1,1
QALB,532,**Replace with orignal text from QALB**,"Document_ID: ''S348_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,5,2,4,4,3
QALB,533,**Replace with orignal text from QALB**,"Document_ID: ''S372_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,1,2,2,1,1,1,1
QALB,534,**Replace with orignal text from QALB**,"Document_ID: ''S449_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,3,2,1,2,1,3
QALB,535,**Replace with orignal text from QALB**,"Document_ID: ''S391_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,2,2,2,3
QALB,536,**Replace with orignal text from QALB**,"Document_ID: ''S470_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,1,4,3,3
QALB,537,**Replace with orignal text from QALB**,"Document_ID: ''S472_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,4,4,2,3,3,3
QALB,538,**Replace with orignal text from QALB**,"Document_ID: ''S483_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,5,4,2,5,4,3
QALB,539,**Replace with orignal text from QALB**,"Document_ID: ''S505_T4_M_Uni_NNAS_W_C_001.ar'', Original_Split:Test",الإسلام,5,5,5,1,4,4,3
QALB,540,**Replace with orignal text from QALB**,"Document_ID: ''S471_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,2,3,3,3
QALB,541,**Replace with orignal text from QALB**,"Document_ID: ''S480_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,1,2,1,1
QALB,542,**Replace with orignal text from QALB**,"Document_ID: ''S477_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,2,3,2,3
QALB,543,**Replace with orignal text from QALB**,"Document_ID: ''S510_T2_M_Uni_NNAS_S_C_001.ar'', Original_Split:Test",الدين,2,3,2,1,3,2,3
QALB,544,**Replace with orignal text from QALB**,"Document_ID: ''S504_T2_M_Uni_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,3,3,1,2,2,3
QALB,545,**Replace with orignal text from QALB**,"Document_ID: ''S486_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,2,3,2,3
QALB,546,**Replace with orignal text from QALB**,"Document_ID: ''S473_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,2,3,3,2,2,2,3
QALB,547,**Replace with orignal text from QALB**,"Document_ID: ''S479_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,4,4,2,3,3,3
QALB,548,**Replace with orignal text from QALB**,"Document_ID: ''S526_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,2,2,2,1,3
QALB,549,**Replace with orignal text from QALB**,"Document_ID: ''S821_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,4,3,3,2,4,3,3
QALB,550,**Replace with orignal text from QALB**,"Document_ID: ''S522_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,1,1,1,1,1,1,1
QALB,551,**Replace with orignal text from QALB**,"Document_ID: ''S819_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,3,3,3,1,2,2,3
QALB,552,**Replace with orignal text from QALB**,"Document_ID: ''S828_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,3,3,3,2,4,2,3
QALB,553,**Replace with orignal text from QALB**,"Document_ID: ''S936_T2_F_Uni_NNAS_S_C_001.ar'', Original_Split:Test",التعليم,2,3,3,1,2,2,3
QALB,554,**Replace with orignal text from QALB**,"Document_ID: ''S855_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,3,3,1,3,2,3
QALB,555,**Replace with orignal text from QALB**,"Document_ID: ''S822_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,3,3,3,2,3,2,3
QALB,557,**Replace with orignal text from QALB**,"Document_ID: ''S116_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Test",السفر,4,1,2,1,1,1,1
QALB,558,**Replace with orignal text from QALB**,"Document_ID: ''S033_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,1,4,3,3
QALB,559,**Replace with orignal text from QALB**,"Document_ID: ''S115_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,4,3,1,4,3,3
QALB,560,**Replace with orignal text from QALB**,"Document_ID: ''S201_T2_M_Pre_NNAS_W_C_002.ar'', Original_Split:Test",الإسلام,4,2,3,2,1,1,1
QALB,561,**Replace with orignal text from QALB**,"Document_ID: ''S207_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,4,4,4,2,4,4,3
QALB,563,**Replace with orignal text from QALB**,"Document_ID: ''S844_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,2,3,3,2,4,2,3
QALB,564,**Replace with orignal text from QALB**,"Document_ID: ''S844_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,4,3,2,3,2,3
QALB,565,**Replace with orignal text from QALB**,"Document_ID: ''S938_T2_F_Uni_NNAS_S_C_002.ar'', Original_Split:Test",التعليم,1,1,1,1,1,1,1
QALB,566,**Replace with orignal text from QALB**,"Document_ID: ''S849_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,3,3,3,1,2,2,3
QALB,567,**Replace with orignal text from QALB**,"Document_ID: ''S838_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,2,3,3,2,3,2,3
QALB,568,**Replace with orignal text from QALB**,"Document_ID: ''S852_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,3,3,3,1,2,2,2
QALB,569,**Replace with orignal text from QALB**,"Document_ID: ''S850_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,2,2,2,1,1,1,1
QALB,570,**Replace with orignal text from QALB**,"Document_ID: ''S839_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,3,3,3,2,3,3,3
QALB,571,**Replace with orignal text from QALB**,"Document_ID: ''S840_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,2,2,2,2,2,1,3
QALB,572,**Replace with orignal text from QALB**,"Document_ID: ''S838_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,3,4,3,2,3,2,3
QALB,573,**Replace with orignal text from QALB**,"Document_ID: ''S843_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,3,4,3,1,4,3,3
QALB,574,**Replace with orignal text from QALB**,"Document_ID: ''S939_T2_F_Uni_NNAS_S_C_001.ar'', Original_Split:Test",التعليم,1,1,1,1,1,1,1
QALB,575,**Replace with orignal text from QALB**,"Document_ID: ''S851_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",التعليم,3,4,3,2,3,2,3
QALB,576,**Replace with orignal text from QALB**,"Document_ID: ''S323_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,4,2,4,3,3
QALB,577,**Replace with orignal text from QALB**,"Document_ID: ''S301_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Test",السفر,2,3,3,2,3,2,3
QALB,578,**Replace with orignal text from QALB**,"Document_ID: ''S296_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,2,3,3,3
QALB,579,**Replace with orignal text from QALB**,"Document_ID: ''S369_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,4,2,2,3,3
QALB,580,**Replace with orignal text from QALB**,"Document_ID: ''S322_T2_M_Pre_NNAS_W_C_002.ar'', Original_Split:Test",الإسلام,2,1,2,1,1,1,1
QALB,581,**Replace with orignal text from QALB**,"Document_ID: ''S384_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Test",التعليم,5,1,2,1,1,1,1
QALB,582,**Replace with orignal text from QALB**,"Document_ID: ''S392_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Test",السفر,3,3,3,1,3,2,3
QALB,583,**Replace with orignal text from QALB**,"Document_ID: ''S376_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,3,4,3,2,4,3,3
QALB,585,**Replace with orignal text from QALB**,"Document_ID: ''S310_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,2,3,3,2,4,2,3
QALB,587,**Replace with orignal text from QALB**,"Document_ID: ''S475_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,2,4,2,3
QALB,588,**Replace with orignal text from QALB**,"Document_ID: ''S264_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",التعليم,4,4,4,1,4,3,3
QALB,589,**Replace with orignal text from QALB**,"Document_ID: ''S258_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Test",السفر,3,3,3,2,4,2,3
QALB,591,**Replace with orignal text from QALB**,"Document_ID: ''S037_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Test",السفر,4,3,4,1,4,3,3
QALB,592,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona03.ar'', Original_Split:Test",الإعلان,1,1,2,2,1,1,1
QALB,593,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona33.ar'', Original_Split:Test",الحياة اليومية,1,1,2,1,1,1,3
QALB,594,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona13.ar'', Original_Split:Test",التعليم,1,1,1,1,1,1,1
QALB,595,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona10.ar'', Original_Split:Test",الإسلام,2,3,3,1,2,3,3
QALB,596,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona34.ar'', Original_Split:Test",الحياة اليومية,1,1,2,1,1,1,1
QALB,597,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona93.ar'', Original_Split:Test",الحب,1,1,2,2,1,1,3
QALB,598,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona58.ar'', Original_Split:Test",الحياة اليومية,1,3,3,1,2,1,3
QALB,599,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona96.ar'', Original_Split:Test",الحياة اليومية,1,1,2,1,1,1,1
QALB,600,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona68.ar'', Original_Split:Test",السفر,1,3,2,2,2,2,3
QALB,601,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona56.ar'', Original_Split:Test",الحياة اليومية,2,3,3,1,4,2,3
QALB,602,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona82.ar'', Original_Split:Test",الثقافة,1,1,2,1,1,1,1
QALB,603,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona143.ar'', Original_Split:Test",التعليم,1,3,3,1,2,3,3
QALB,604,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona135.ar'', Original_Split:Test",الثقافة,2,1,2,1,1,2,3
QALB,605,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona123.ar'', Original_Split:Test",الحب,1,1,2,1,1,1,1
QALB,606,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona173.ar'', Original_Split:Test",الحياة اليومية,2,1,3,1,1,1,3
QALB,607,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona186.ar'', Original_Split:Test",الإسلام,5,4,4,2,5,4,3
QALB,608,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona192.ar'', Original_Split:Test",الحياة اليومية,1,1,3,1,2,1,3
QALB,609,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona200.ar'', Original_Split:Test",اللغات,2,4,4,2,4,4,3
QALB,610,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona191.ar'', Original_Split:Test",الحياة اليومية,2,1,2,1,1,1,3
QALB,611,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona213_c1.ar'', Original_Split:Test",الثقافة,3,3,4,1,4,4,3
QALB,612,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona208_c1.ar'', Original_Split:Test",اللغات,4,3,4,1,4,4,3
QALB,613,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona215_c1.ar'', Original_Split:Test",اللغات,3,4,5,1,3,4,3
QALB,614,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona222_c2.ar'', Original_Split:Test",سياسية,2,3,5,1,4,4,3
QALB,615,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona218_c2.ar'', Original_Split:Test",الإسلام,2,5,5,1,5,4,3
QALB,616,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona230_c1.ar'', Original_Split:Test",الإسلام,4,5,5,2,5,4,3
QALB,617,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona228_c2.ar'', Original_Split:Test",الإسلام,4,4,4,1,4,4,3
QALB,618,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona224_c1.ar'', Original_Split:Test",البيئة,4,3,4,2,4,4,3
QALB,619,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona223_c1.ar'', Original_Split:Test",التعليم,5,4,5,1,2,4,3
QALB,620,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona234_c1.ar'', Original_Split:Test",التعليم,2,4,4,1,3,3,3
QALB,621,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona232_c2.ar'', Original_Split:Test",التعليم,4,5,5,2,5,4,3
